place,mag,time,felt
Taiwan,0,1113500845920,1.04
Taiwan,4.4,1113260518590,0.76
Taiwan region,4,1113226698880,1.12
Taiwan region,4.3,1113208093500,
Taiwan,0,1112709517500,0.49
Taiwan region,4.2,1112699538080,0.92
Taiwan,4.5,1111452387180,1.08
Taiwan,4.5,1111260141500,1.58
Taiwan,4.3,1110670946590,0.81
Taiwan,4.4,1110223585360,0.98
Taiwan region,4.1,1110078148750,0.72
Taiwan,4.6,1110064777130,1.73
Taiwan,3.8,1110056773710,1.01
Taiwan,4.5,1110050875720,1.18
Taiwan,4.7,1110050186960,1.26
Taiwan,5.7,1110049681670,1.06
Taiwan,5.7,1110049611460,1.02
Taiwan region,0,1109931895870,1.57
Taiwan,4,1109551508620,0.97
Taiwan,4.2,1109534055540,0.53
Taiwan,3.9,1109053990600,
Taiwan,4.2,1108764540900,0.81
Taiwan,4.2,1108761568230,0.67
Taiwan,5.4,1108757897900,1.08
Taiwan,3.7,1108219104650,1.05
Taiwan,4.2,1108162577800,0.51
Taiwan,4.7,1107601255920,1.11
Taiwan,4.3,1107388386710,1.44
Taiwan,4.4,1107274510600,
Taiwan,4.4,1107233799000,
Taiwan,5,1107223190700,0.96
Taiwan,4.3,1107166208120,1.18
Taiwan,4.5,1106829092740,0.99
Taiwan,4,1106434529690,1.09
Taiwan region,4.3,1106376886830,0.74
Taiwan region,4.4,1106226863150,0.84
Taiwan,4.8,1106207238320,0.89
Taiwan,4.2,1105536645890,1.37
Taiwan,4.4,1105405101500,
Taiwan,0,1103727212460,1.09
Taiwan,4.5,1103675324680,0.4
Taiwan,4.3,1103674684470,1.09
Taiwan region,4.2,1102505554700,0.86
Taiwan region,4.4,1098778843900,
Taiwan,4.3,1098358120050,1.19
Taiwan,4.4,1097113892530,1.02
Taiwan,0,1096029624010,1.48
Taiwan region,0,1095412065230,0.68
Taiwan,0,1095069750050,0.4
Taiwan,4.5,1094105272700,0.68
Taiwan,4.5,1093908136370,1.15
Taiwan region,4,1093552857840,0.65
Taiwan region,4.2,1092867506570,0.97
Taiwan region,4.3,1092861101600,1.23
Taiwan region,4.7,1092454182320,0.43
Taiwan,3.8,1091970746180,0.84
Taiwan,4.4,1091493821700,1.29
Taiwan,3.8,1091007660180,0.85
Taiwan region,0,1090804514110,1.71
Taiwan,4.5,1090478202890,0.97
Taiwan region,4.1,1090315047780,1.08
Taiwan,0,1089371971390,0.57
Taiwan region,4.4,1089113884690,1.19
Taiwan,0,1088820165230,1.03
Taiwan region,4.3,1087613588070,0.98
Taiwan,4.2,1087413334200,1.06
Taiwan region,4.1,1087093380610,0.92
Taiwan region,4.5,1086883090660,1.13
Taiwan region,0,1086803382990,0.66
Taiwan region,4.6,1086480548620,0.97
Taiwan,4,1086278571850,0.99
Taiwan,4.8,1086195393460,0.77
Taiwan region,0,1085390105840,1.03
Taiwan region,4.1,1085230531040,1.31
Taiwan region,4.3,1085174591220,1.47
Taiwan region,4.6,1085103237860,1.05
Taiwan,0,1085091382150,0.51
Taiwan region,0,1084998049830,0.77
Taiwan region,6.2,1084950251710,0.9
Taiwan,4,1084816930630,0.9
Taiwan,5.6,1084687452760,1.1
Taiwan,4.3,1084597671600,0.94
Taiwan,4.6,1084462130310,0.78
Taiwan,0,1084172005750,0.71
Taiwan,5,1084133207660,0.73
Taiwan,0,1084082543920,0.96
Taiwan region,0,1084066638900,0.68
Taiwan region,4.2,1084032800710,0.84
Taiwan region,5.6,1084003374220,1.05
Taiwan,4.6,1083961071240,0.98
Taiwan,4.4,1083448727230,1.08
Taiwan,5.2,1083398173640,0.95
Taiwan region,4.6,1083074400810,0.79
Taiwan,4.6,1083060489410,1.34
Taiwan,4.8,1082820031120,1.17
Taiwan,4.1,1082729071590,0.85
Taiwan region,3.8,1082572725560,1.25
Taiwan region,3.8,1082397086570,0.92
Taiwan,0,1081552896870,0.99
Taiwan,0,1081488819080,1.09
Taiwan,4,1080241627040,0.85
Taiwan,4,1079154232830,1.21
Taiwan,4,1078665245500,0.17
Taiwan,4,1078321825750,1.18
Taiwan,4.2,1078059285150,0.64
Taiwan,0,1078021390300,
Taiwan,4.2,1077761377660,0.55
Taiwan,4.9,1077584106610,0.53
Taiwan region,4.4,1077186271240,0.97
Taiwan region,0,1076932106840,0.56
Taiwan,4.5,1076884026760,1.06
Taiwan,3.8,1076872468300,1.13
Taiwan,3.7,1076871803290,0.97
Taiwan,4.8,1076851926150,0.94
Taiwan,5.4,1075865043790,0.85
Taiwan region,0,1075631313020,0.57
Taiwan,4.3,1075466599550,0.85
Taiwan region,3.9,1075353814820,0.84
Taiwan,0,1075320613650,1.07
Taiwan region,4.5,1075318493470,0.84
Taiwan region,4,1075317449930,0.77
Taiwan region,4.7,1075317209000,0.95
Taiwan region,0,1075097691240,0.97
Taiwan,4.5,1073986142580,0.96
Taiwan region,4.5,1073300846750,0.87
Taiwan,5.2,1072926921140,0.91
Taiwan,4.4,1072705309920,1.16
Taiwan region,0,1071979395030,1.16
Taiwan region,4.7,1071725606710,0.98
Taiwan region,5.4,1071678439910,0.82
Taiwan,4.4,1071583996250,0.83
Taiwan,4.6,1071583015310,1.18
Taiwan,4.2,1071443800300,
Taiwan,0,1071275696390,1.4
Taiwan region,4.6,1071183432940,1.02
Taiwan region,4.6,1071183207450,0.88
Taiwan region,4.2,1071183035410,1.12
Taiwan region,4.7,1071182965680,1.03
Taiwan region,4.2,1071169497050,1.15
Taiwan region,4.1,1071109331530,0.82
Taiwan region,5.5,1071100905910,1.02
Taiwan,4,1071095527040,1.18
Taiwan region,4.3,1071074153940,0.97
Taiwan region,4.9,1071046002070,1.09
Taiwan region,4.6,1071044859400,0.99
Taiwan region,4.4,1071043827110,1.05
Taiwan region,4.4,1071042574830,0.6
Taiwan region,0,1071040753780,1.04
Taiwan region,4.5,1071038484200,1.25
Taiwan region,0,1071035002180,0.94
Taiwan region,4.9,1071033621410,1.22
Taiwan region,4.6,1071033608340,1
Taiwan region,4.5,1071032401490,0.94
Taiwan,4.6,1071031840650,0.77
Taiwan,6.8,1071031091590,1.1
Taiwan,4.4,1070921046720,1.2
Taiwan region,4.6,1070692493130,1.13
Taiwan,4.8,1069412362750,0.89
Taiwan,4.7,1068833481060,1.18
Taiwan,4.7,1068825239910,0.95
Taiwan,4.8,1068804765830,1.47
Taiwan,4.4,1068356148170,0.94
Taiwan,4.6,1068194518700,0.69
Taiwan,4.8,1068127124370,1.07
Taiwan,4.5,1066512042920,1.42
Taiwan region,4.3,1065785030060,1.1
Taiwan region,5,1063234505600,0.92
Taiwan,0,1063086686670,0.39
Taiwan region,0,1062993989690,0.82
Taiwan,4.8,1060619411650,0.95
Taiwan,4.8,1060172587140,1.06
Taiwan region,5,1059994403770,0.86
Taiwan,4.5,1059910520320,1.19
Taiwan,4.4,1059493394540,0.99
Taiwan,4.6,1058496078030,0.89
Taiwan,4.5,1058159932300,0.53
Taiwan,4.3,1058108790450,0.92
Taiwan,4.2,1058037452680,1.04
Taiwan,4.6,1057735972150,0.88
Taiwan,4.8,1055803080160,0.88
Taiwan,5.5,1055788420420,0.81
Taiwan,4.4,1055425273770,1.07
Taiwan,4.6,1055390331180,1.12
Taiwan,0,1055241020320,0.82
Taiwan,6,1055234430830,0.92
Taiwan,4.7,1055135286600,1.13
Taiwan region,5.8,1055123571010,0.98
Taiwan region,0,1054909301080,1.36
Taiwan region,4.7,1054395491230,1.06
Taiwan,0,1054003241690,1.14
Taiwan region,4.3,1053904325810,0.85
Taiwan region,4.7,1052543826020,0.8
Taiwan Strait,0,1050445161460,1
Taiwan,4.5,1049353172800,1.11
Taiwan region,4.2,1049197198270,1.13
Taiwan,3.9,1049091185330,0.89
Taiwan,0,1048998505460,1.06
Taiwan region,4.3,1047922910520,1.44
Taiwan region,3.9,1046065971940,0.76
Taiwan region,4.4,1045719890480,0.93
Taiwan,3.9,1045633622670,0.86
Taiwan,3.9,1044932719320,1.35
Taiwan,4.3,1044768063680,0.85
Taiwan,3.7,1043608035410,1.15
Taiwan,3.8,1043607565230,1.05
Taiwan region,,1043005559780,1.35
Taiwan,5,1042809812450,0.83
Taiwan,4.4,1041632844470,1.33
Taiwan,,1041352612290,1.22
Taiwan,,1041352529240,0.33
Taiwan,4.4,1040799688100,1
Taiwan,4.7,1040644452980,1.27
Taiwan region,3.9,1040520314070,1.27
Taiwan,4.6,1040000384730,0.88
Taiwan,4,1039743025040,1.07
Taiwan,4.7,1039508949030,0.94
Taiwan,,1037287564030,0.6
Taiwan,4.1,1036020775390,0.68
Taiwan,4.3,1035800692790,1.47
Taiwan region,4.5,1035197381140,0.98
Taiwan,4.5,1035153179280,0.94
Taiwan,4.3,1035152387850,0.97
Taiwan,4.4,1035149152870,1.13
Taiwan,4.3,1034930722970,0.99
Taiwan,4.4,1034928298830,0.87
Taiwan region,4.4,1034923400940,0.94
Taiwan region,4.3,1034480610080,0.99
Taiwan region,4.3,1034164482210,0.91
Taiwan,3.9,1033952145570,1.22
Taiwan,4.6,1033374914070,1.12
Taiwan,4.1,1033103265740,1.08
Taiwan region,4.8,1032907405040,1.4
Taiwan,4.5,1031439569700,1.08
Taiwan,4.8,1031310120560,0.98
Taiwan,3.9,1030866467260,1.32
Taiwan,4.7,1030651551900,1.15
Taiwan,4.3,1030628195280,0.67
Taiwan region,5.6,1030554333850,0.85
Taiwan,5.2,1028970197820,1.18
Taiwan region,4.7,1026967949890,1.07
Taiwan,,1026683026980,1.02
Taiwan,,1026503710620,0.47
Taiwan,,1026036068120,0.61
Taiwan,4.5,1024881140260,1.16
Taiwan,4.2,1024575593260,1.37
Taiwan region,4.1,1024483082110,1.14
Taiwan,4.3,1024322583340,1.03
Taiwan,,1024290217530,1.54
Taiwan region,4.8,1024224103820,1.35
Taiwan,4.4,1024101769800,1.01
Taiwan,4,1024059173240,1.11
Taiwan,4.7,1024039341480,1.34
Taiwan,,1023820654520,0.45
Taiwan region,,1023156225710,0.44
Taiwan region,4.4,1023117951400,1.23
Taiwan region,4,1022779646570,1.42
Taiwan region,4.3,1022489727790,1.28
Taiwan,3.9,1021888186470,1.41
Taiwan,4.1,1021686039010,1.27
Taiwan,,1021674680590,1.22
Taiwan,4.3,1021437761300,1.54
Taiwan,4.7,1021434812320,1.09
Taiwan,6.2,1021434365760,0.98
Taiwan region,5,1021004230330,1.04
Taiwan,,1020625319360,1.22
Taiwan region,,1019968643750,1.38
Taiwan region,5.1,1019292480390,1.03
Taiwan,4.6,1019200753810,0.22
Taiwan,4.1,1018971731680,0.96
Taiwan region,4.6,1018898181590,0.85
Taiwan,4.5,1018896372730,0.63
Taiwan region,,1018812079960,1.48
Taiwan,,1018806247790,1.24
Taiwan,4.2,1018221645030,1.14
Taiwan,3.9,1017926378320,1.69
Taiwan,4.5,1017925488680,1.29
Taiwan,5.3,1017857170530,1
Taiwan,4.4,1017575411750,1.12
Taiwan,4.1,1017561736260,1.09
Taiwan,4.5,1017159902490,1.19
Taiwan,4,1016105152890,0.9
Taiwan,4.5,1015232663990,1.22
Taiwan,4.3,1015058915990,0.95
Taiwan,4.1,1014972468930,1.15
Taiwan,4.5,1013486434570,1.14
Taiwan,4.2,1013485377260,0.86
Taiwan,5.7,1013484445930,0.92
Taiwan region,4.8,1012271065150,1.01
Taiwan,4,1011031833210,1.09
Taiwan,,1010945803490,1.51
Taiwan,4.3,1010509236070,1.1
Taiwan region,4.6,1010371505860,1.2
Taiwan,4.2,1009536047780,0.59
Taiwan region,4.7,1009442088350,0.97
Taiwan region,4,1008068434680,1.37
Taiwan region,4.5,1007972666970,1.37
Taiwan,4,1007712459360,1.38
Taiwan,4.5,1007577871180,0.57
Taiwan,,1007303778720,1.36
Taiwan,4.9,1004863537470,1.22
Taiwan,4.5,1003003627300,0.69
Taiwan,,1001142138490,1.32
Taiwan,5,1000766682220,1.18
Taiwan,,1000643016420,0.76
Taiwan,,1000259552630,0.53
Taiwan,4.6,1000197539240,1.2
Taiwan,,1000168277360,1.17
Taiwan,,999586278010,0.46
Taiwan,4.4,999257598600,1.05
Taiwan,4.3,998326678000,1.31
Taiwan region,4.1,998186307160,0.5
Taiwan,4.4,997491745580,1.4
Taiwan,3.8,996465568840,1.47
Taiwan,,996113982820,1.35
Taiwan,3.1,995890516590,1.05
Taiwan,4.1,995162866860,0.93
Taiwan,3.8,995024006770,0.86
Taiwan,4.4,994692045530,1.18
Taiwan,4.4,994007636740,1.11
Taiwan,4.8,993874056880,1.29
Taiwan,4.3,993854507650,1.1
Taiwan,4.3,993581186690,0.84
Taiwan,5.1,992929421470,0.88
Taiwan,5.4,992927779190,1.07
Taiwan,3.9,992725632510,1.1
Taiwan region,4.6,992209872800,0.97
Taiwan,4.3,992208380870,1.31
Taiwan region,4.1,991634554200,0.8
Taiwan,,991455239950,0.49
Taiwan,4.2,990630316620,1.11
Taiwan,4.1,989765824810,1.04
Taiwan,3.3,989604004150,1.05
Taiwan,3.7,989467596050,0.81
Taiwan,4,989348051100,1.37
Taiwan,3.5,988526234770,0.9
Taiwan,4.7,988336954800,1.45
Taiwan region,,985309398350,1.44
Taiwan,,984588373170,0.99
Taiwan,,984335045260,0.72
Taiwan,5.3,983464670680,0.91
Taiwan,,983447764800,1.44
Taiwan,4.1,982955906620,1.09
Taiwan,3.9,982650168200,1.1
Taiwan,4.2,982527907860,1.25
Taiwan,4.1,981653649800,0.92
Taiwan region,4,981386038930,1.08
Taiwan,4.1,981362254860,1.17
Taiwan,3.5,980687377700,0.54
Taiwan,,979761136170,0.66
Taiwan,4.7,979609389100,1.11
Taiwan,3.8,979204151220,0.92
Taiwan,5.1,979202218310,1.17
Taiwan,4,979069110380,0.82
Taiwan,4.5,979067785780,1.34
Taiwan,4.9,978113011130,1.21
Taiwan,4.1,977484177340,1.29
Taiwan,4.1,977275343070,0.84
Taiwan,3.7,976478418680,0.64
Taiwan,4.7,976476643720,0.91
Taiwan,4.2,976442916350,1.19
Taiwan,4.1,975518107450,1.07
Taiwan,4.2,975505301100,1.18
Taiwan,4.9,975495633740,1.15
Taiwan,,974883627050,0.46
Taiwan,4.4,974678832510,1.14
Taiwan region,,973313867730,1.39
Taiwan,4.4,972935646820,0.67
Taiwan,,972578941800,0.34
Taiwan,4.6,972371518430,1.28
Taiwan region,,971750170620,0.89
Taiwan,4.3,970859357460,1.3
Taiwan,4.3,970859088890,1.52
Taiwan,4.1,970691361950,0.75
Taiwan,4.7,970329793200,
Taiwan,4.5,970270884200,
Taiwan,3.9,970256922860,1.17
Taiwan,4.2,969988602380,1.22
Taiwan,4.3,969456257570,0.88
Taiwan,4.4,969144832760,1.12
Taiwan,4.2,968998718470,1.18
Taiwan,4.5,968976447500,1.45
Taiwan region,4,968815711420,1.25
Taiwan,4.7,968669373840,0.94
Taiwan,5.8,968576085960,1.08
Taiwan,4.8,967800280500,0.84
Taiwan,5.3,966991756110,0.87
Taiwan region,4.2,966876146720,1.25
Taiwan,4.6,966798275250,1.12
Taiwan,4.5,966798141690,1.18
Taiwan region,4.5,966768670990,1.17
Taiwan,4.8,966768494380,0.99
Taiwan,4.3,966754779710,1.13
Taiwan,4.2,966082952870,1.42
Taiwan,,965745104700,0.73
Taiwan,4.3,965617871320,1.12
Taiwan,4.2,965555501070,1.23
Taiwan,4.5,965205272250,1.17
Taiwan,5.7,964816092740,1.27
Taiwan,,964203573070,0.58
Taiwan,4.6,963981991190,1.06
Taiwan,4.6,963816637840,1.49
Taiwan,4.8,963615875780,0.93
Taiwan,,963585927500,
Taiwan region,4.4,963568049980,1.23
Taiwan,4.6,963567652040,1.43
Taiwan,4.6,963559103050,1.13
Taiwan,5.4,963533252180,1.37
Taiwan,4.7,963525672700,1.19
Taiwan,4.4,963509764260,1.32
Taiwan,4.4,963454115350,1.26
Taiwan,4.8,963217977690,0.73
Taiwan,4.5,962965068100,
Taiwan,4.4,962948147400,
Taiwan,3.7,962873886630,0.31
Taiwan,4.5,962853138980,0.86
Taiwan,5.3,961451785390,1.06
Taiwan,4.2,961399970330,1.44
Taiwan,4.5,961368289250,1.1
Taiwan,4.2,961116366010,1.13
Taiwan,4,961073552160,0.43
Taiwan,4.3,960754278650,1.12
Taiwan,,960662887260,1.23
Taiwan,6.4,960661409320,1.03
Taiwan,4.1,959903195600,0.9
Taiwan,4.2,958843685270,1.12
Taiwan,5.2,958663138020,1.33
Taiwan region,4.2,958587164980,1.01
Taiwan,,958536945500,
Taiwan,5.1,958534041310,1.1
Taiwan,5.4,958533948750,0.99
Taiwan,3.9,957743271000,0.91
Taiwan,4.5,957716288260,1.2
Taiwan,4.8,957620513260,1.2
Taiwan,4.5,956994415600,
Taiwan,4.2,956896405540,1.39
Taiwan,4,956694221210,1.27
Taiwan,4.4,956153060280,0.6
Taiwan,4.4,955161700540,1.08
Taiwan,,954673369730,1.1
Taiwan,4.4,954144852810,1.37
Taiwan,4.4,953488629320,1.09
Taiwan,4.5,953383937200,0.64
Taiwan,3.7,953222721780,0.9
Taiwan,4.8,953212255120,1.1
Taiwan region,4.8,953167073720,0.96
Taiwan,4.8,952578523640,1.23
Taiwan region,4.1,951553402740,0.68
Taiwan,4.3,951353073550,0.93
Taiwan region,4.1,951234151580,1.11
Taiwan,,951002080060,1.25
Taiwan,5.3,950650399010,0.97
Taiwan,4.1,949879458850,1.08
Taiwan,,949862416270,1.39
Taiwan region,3.5,949604271060,1.32
Taiwan region,4.4,949603689840,1.22
Taiwan,,949353114850,1.21
Taiwan,4.1,949263717170,1.24
Taiwan,4,948631349470,1.36
Taiwan,4.5,948418584900,
Taiwan,4.7,948390131810,1
Taiwan,4,948055199110,0.95
Taiwan,4.5,948054126680,0.81
Taiwan,4.1,947934342980,1.1
Taiwan,3.6,947656072870,1.04
Taiwan,3.9,947647043670,0.87
Taiwan,4.3,947114225090,0.99
Taiwan,,946940354830,1.19
Taiwan,4.2,946600791440,0.46
Taiwan region,4.2,946556673730,1.05
Taiwan,4.4,946059256070,1.51
Taiwan,4.3,946059134850,1.43
Taiwan,,945604489600,1.21
Taiwan,,944668886500,
Taiwan,,943898034550,1.35
Taiwan,4.3,943824353510,1.47
Taiwan,4.4,943821745090,1.32
Taiwan,4.2,943717376990,1.25
Taiwan,4.3,943068576520,1.06
Taiwan,4.7,942824111750,1.17
Taiwan,4.3,942729486390,1.49
Taiwan,4,942689452260,1.28
Taiwan,4.1,942663369260,1.14
Taiwan,4.7,942650723910,0.85
Taiwan,,942495486390,0.48
Taiwan,4.3,942368990570,1.13
Taiwan,4.5,942333958900,
Taiwan region,,942294099820,1.36
Taiwan,3.9,942193859770,1.22
Taiwan,4.4,941862079240,1.37
Taiwan region,3.3,941849086310,0.92
Taiwan,3.9,941738370350,1.13
Taiwan,4.3,941713582630,1.32
Taiwan,4.5,941664852590,1.36
Taiwan,6.3,941478780120,1.01
Taiwan,4.8,941288466570,1.3
Taiwan,4.3,941272238000,
Taiwan,5.4,941272073820,1.23
Taiwan,4.6,941268768780,1.2
Taiwan,4.3,941266968030,1.31
Taiwan,3.9,940844444910,0.61
Taiwan,4.2,940732769470,1.33
Taiwan,4.2,940718146100,1.23
Taiwan,4.1,940716411870,1.16
Taiwan,,940715582310,1.19
Taiwan,4.7,940713048000,1.15
Taiwan,4.8,940698484060,1.09
Taiwan,,940680174640,0.68
Taiwan,4.7,940615024980,1.13
Taiwan,4.7,940581255910,1.27
Taiwan,5.6,940561819050,1.02
Taiwan,4.6,940560207910,0.8
Taiwan,4,940559249070,1.24
Taiwan,5.9,940558738560,0.97
Taiwan,4.4,940465805500,
Taiwan,,940447737900,
Taiwan,,940312606450,0.72
Taiwan,4.5,940269335880,1.11
Taiwan,4.8,940262516820,1.06
Taiwan,5.4,940262444510,1.18
Taiwan,4.9,940260692060,1.14
Taiwan,4.6,940077121230,1.07
Taiwan,4.2,940013298870,1.13
Taiwan,5.3,939778790710,0.84
Taiwan,,939680059080,0.92
Taiwan,4.3,939669015770,1.53
Taiwan,3.9,939614447970,0.98
Taiwan,3.9,939555554710,0.97
Taiwan,4,939452241050,0.89
Taiwan,4.5,939441490740,0.89
Taiwan,4.1,939430123060,0.72
Taiwan,3.9,939403791530,1.09
Taiwan,3.9,939347505200,
Taiwan,4.1,939314052790,1.08
Taiwan,,939267611880,0.62
Taiwan,3.5,939231267260,0.83
Taiwan,4.9,939182942340,1.32
Taiwan,4.3,939181530550,1.2
Taiwan region,3.4,939148901040,1.34
Taiwan,4.8,939125897640,1.09
Taiwan,3.7,939086028540,0.91
Taiwan,3.9,939068758040,0.84
Taiwan,4.9,939039975830,1.01
Taiwan region,,938994194480,0.77
Taiwan,,938985200250,1.36
Taiwan,4.9,938929945400,
Taiwan region,4.7,938928220520,1.35
Taiwan,4.3,938905209060,1.12
Taiwan,4.9,938902623430,0.88
Taiwan,,938892299080,1.26
Taiwan,,938881104480,1.15
Taiwan,4.3,938875725100,1.03
Taiwan,4.4,938840078010,0.68
Taiwan,3.6,938802337120,0.67
Taiwan,4.5,938800414760,1
Taiwan region,,938796574720,1.09
Taiwan,,938793030080,1.05
Taiwan,5.2,938782452450,1.09
Taiwan,4.1,938718120670,0.94
Taiwan,,938705370040,0.68
Taiwan,4.5,938685161410,0.99
Taiwan,4.9,938684985790,0.97
Taiwan,,938684674860,0.99
Taiwan,4.3,938683694600,
Taiwan,4.6,938653446600,1.08
Taiwan,4.1,938559691610,1.43
Taiwan,3.9,938538993230,0.8
Taiwan,4.6,938533421700,1.23
Taiwan,4.6,938498031290,1.12
Taiwan,4.2,938497924940,1.36
Taiwan,4.2,938475004160,1.42
Taiwan,3.4,938461654360,0.77
Taiwan,4.6,938455802790,0.98
Taiwan,5.3,938433310530,1.12
Taiwan,4.9,938417303220,1.28
Taiwan,4.8,938415644540,1.2
Taiwan,4.7,938405508320,0.61
Taiwan,4.7,938405006690,1.28
Taiwan,3.9,938370160250,0.52
Taiwan,,938331766760,1.27
Taiwan,4,938324752360,1.16
Taiwan,6.5,938303568660,0.91
Taiwan,4.6,938296448840,1.28
Taiwan,4.5,938292716640,1.32
Taiwan,4.4,938280361200,0.33
Taiwan,5.1,938249011590,0.85
Taiwan,4.3,938239993240,1.45
Taiwan,4.7,938233157950,1.3
Taiwan,4.3,938182941330,1.2
Taiwan,3.7,938164652350,1.13
Taiwan,3.6,938154805660,1.39
Taiwan,4.2,938144309420,1.28
Taiwan,4.5,938134072970,1.34
Taiwan,5,938122743000,
Taiwan,,938114471830,0.59
Taiwan,4.1,938112639300,
Taiwan,4.5,938102992850,1.26
Taiwan,4.6,938099506040,0.67
Taiwan,5.3,938090674680,0.86
Taiwan,4.5,938065369500,
Taiwan,4.8,938047564300,
Taiwan,4.4,938036905210,1.07
Taiwan,4.5,938032477690,1.29
Taiwan,4,938007172870,1.22
Taiwan,4.2,938005888220,1.35
Taiwan,4.5,938003749900,1.18
Taiwan,5.3,938002639280,0.88
Taiwan,3.8,937991758660,1.08
Taiwan,,937975490050,1.26
Taiwan,4.6,937972067860,1.45
Taiwan,4.4,937969741120,0.92
Taiwan,4.9,937966772820,1.07
Taiwan,4.2,937963726670,0.97
Taiwan,5.8,937961382770,0.8
Taiwan,4.4,937960321090,0.76
Taiwan,4.6,937959943320,0.9
Taiwan,6.4,937959279150,0.89
Taiwan,5.1,937952223810,0.93
Taiwan,4.3,937947786300,1.06
Taiwan,,937945652340,0.63
Taiwan,4.5,937940324410,1.06
Taiwan,,937938388480,0.76
Taiwan,5.2,937937919950,1.18
Taiwan,5.2,937935516800,
Taiwan,4.2,937933631910,1.52
Taiwan,4.3,937930579850,1.15
Taiwan,4.6,937927691840,1.4
Taiwan,4,937924808640,1.38
Taiwan,4.3,937924336960,0.76
Taiwan,4.1,937924165250,1.5
Taiwan,3.8,937920743220,0.51
Taiwan,4.1,937913976240,0.73
Taiwan,4.6,937912063350,1.03
Taiwan,3.7,937906909140,1.01
Taiwan,,937906581010,0.95
Taiwan,4.2,937905019300,1.26
Taiwan,,937902242320,0.71
Taiwan,4.1,937900998810,0.98
Taiwan,4.6,937899968500,1.01
Taiwan,4.3,937899655460,1.24
Taiwan,5.1,937897565200,0.85
Taiwan,3.8,937895790890,1.37
Taiwan,4.3,937893218140,0.9
Taiwan,4,937893128040,0.61
Taiwan,3.7,937891575860,1.27
Taiwan,3.9,937889986450,1.12
Taiwan,4.7,937884710990,1.04
Taiwan,4.8,937882892370,0.83
Taiwan,4.4,937881942400,0.65
Taiwan,4.3,937881280550,1.42
Taiwan,4.4,937880685750,0.79
Taiwan,4,937878855260,1.36
Taiwan,4.4,937877830270,1.05
Taiwan,,937876721350,1.19
Taiwan,4.4,937876662980,0.71
Taiwan,4.9,937874741820,0.86
Taiwan,4.4,937873190070,1.1
Taiwan,4.1,937873000980,0.57
Taiwan,4.3,937871168770,0.74
Taiwan,4.8,937869496850,1.31
Taiwan,4.2,937868505960,1.39
Taiwan,,937868437810,0.75
Taiwan,4.3,937868206480,1.36
Taiwan,,937867904450,1.42
Taiwan,,937867479330,0.53
Taiwan,,937866836710,1.4
Taiwan,4.5,937866170450,1.17
Taiwan,5.3,937864489480,1.08
Taiwan,6.4,937864002870,1.41
Taiwan,4.6,937863682990,0.93
Taiwan,,937862973630,0.9
Taiwan,4.7,937862878250,0.94
Taiwan,4.8,937862675530,0.6
Taiwan,4.6,937862607600,1.48
Taiwan,4.4,937862472760,1.06
Taiwan,3.9,937862127180,1.19
Taiwan,,937861837480,1.22
Taiwan,4.5,937861681000,1.35
Taiwan,4.9,937860231130,1.36
Taiwan,5.1,937860005640,0.98
Taiwan,,937859573030,0.71
Taiwan,4.2,937859361060,0.95
Taiwan,4.9,937859057900,0.89
Taiwan,4.9,937858921400,1.14
Taiwan,,937858685490,1.04
Taiwan,4.8,937858300870,0.95
Taiwan,4.6,937858092980,0.88
Taiwan,5,937857737560,0.97
Taiwan,4.5,937857473970,0.8
Taiwan,4.8,937856583210,1.06
Taiwan,5,937856436480,1.44
Taiwan,4.8,937855723910,1.06
Taiwan,4.5,937855134400,0.6
Taiwan,,937855032060,1.19
Taiwan,,937853936100,1.14
Taiwan,,937853766020,0.67
Taiwan,,937853614620,0.78
Taiwan,4.9,937853449450,1.03
Taiwan,,937853264820,1.25
Taiwan,4.1,937852756320,0.93
Taiwan,4.5,937852375530,1.17
Taiwan,4.9,937852082660,0.86
Taiwan,,937851973510,1.32
Taiwan,6.2,937851378510,0.9
Taiwan,6.1,937851113650,0.83
Taiwan,6.3,937850624290,1.42
Taiwan,,937850542700,0.77
Taiwan,6.1,937850236090,0.83
Taiwan,6.3,937849652000,
Taiwan,7.7,937849638490,1.11
Taiwan region,5.4,936973098530,0.88
Taiwan region,4.1,936449686430,1.34
Taiwan region,4,935191071100,0.61
Taiwan Strait,4.1,933854831580,1.48
Taiwan region,4.7,933800632800,1.11
Taiwan,4.7,931724710080,1.19
Taiwan,,931711792140,0.92
Taiwan,4.4,931356388930,1.43
Taiwan,4.9,931355593630,1.04
Taiwan region,3.6,929863447600,1.62
Taiwan,5,928999079370,1
Taiwan,4.2,928199399430,0.7
Taiwan region,4.8,926999000260,0.93
Taiwan region,,926742447520,0.47
Taiwan,,926431098800,1.51
Taiwan,3.8,926150078950,1.31
Taiwan,5,926039002600,1.02
Taiwan,4.5,925706822180,1.06
Taiwan,,925105508420,0.98
Taiwan,4.8,923730742330,1
Taiwan,4.8,923201940490,0.86
Taiwan,3.2,923127930360,1.2
Taiwan,3.5,921958056710,1.11
Taiwan,,921541610890,0.53
Taiwan,4.2,921499065690,1.19
Taiwan,4.2,920668347340,1.31
Taiwan,,917018481950,0.88
Taiwan,4.2,916122255150,1.35
Taiwan,,916073218050,0.53
Taiwan,,912320475240,1.25
Taiwan,,912019232880,1.13
Taiwan,5.3,911341652330,0.87
Taiwan region,4.9,910076795320,1.05
